,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
13,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
14,clavel,Clavel,Copa Santa La Méjanelle,2014,3.8,Languedoc,languedoc,languedoc-roussillon
15,fr-peyre-rose,Peyre Rose,Clos des Cistes,2005,4.4,Languedoc,languedoc,languedoc-roussillon
16,denis-pommier,Isabelle et Denis Pommier,Chablis 'Croix Aux Moines',2017,3.9,Chablis,chablis,bourgogne
17,chateau-senejac,Château Sénéjac,Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
18,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2017,4.0,Pessac-Léognan,pessac-leognan,bordeaux
19,chateau-lagrangefr,Château Lagrange,Pomerol,2015,4.1,Pomerol,pomerol,bordeaux
20,chateau-rieussec,Château Rieussec,Sauternes (Premier Grand Cru Classé),2005,4.4,Sauternes,sauternes,bordeaux
21,branaire-ducru,Château Branaire-Ducru,Saint-Julien (Grand Cru Classé),2014,3.9,Saint-Julien,saint-julien,bordeaux
22,leon-barral,Leon Barral,Valinière Faugères,2015,4.0,Faugères,faugeres,languedoc-roussillon
23,g-h-mumm,G.H. Mumm,(Cordon Rouge) Brut Champagne,1985,4.0,Champagne,champagne,champagne
24,cedre,Château du Cèdre,Cèdre Héritage Malbec,2016,3.5,Cahors,cahors,cotes-du-roussillon
0,chateau-d-yquem,Château d'Yquem,Sauternes,1983,4.7,Sauternes,sauternes,bordeaux
1,montirius,Montirius,Minèral Vacqueyras,2015,3.8,Vacqueyras,vacqueyras,rhone
2,domaine-de-marcoux,Domaine de Marcoux,Châteauneuf-du-Pape,2015,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,chateau-malescot-st-exupery,Château Malescot St. Exupery,Margaux (Grand Cru Classé),2014,4.2,Margaux,margaux,bordeaux
4,leccia,Leccia,Patrimonio Pettale,2016,4.0,Patrimonio,patrimonio,
5,chateau-haut-bailly,Château Haut-Bailly,Pessac-Léognan,2007,4.0,Pessac-Léognan,pessac-leognan,bordeaux
6,abbaye-sainte-marie-de-pierredon,Abbaye Sainte-Marie de Pierredon,Vespro,2014,3.9,Alpilles,alpilles,
7,abbaye-sainte-marie-de-pierredon,Abbaye Sainte-Marie de Pierredon,Vespro,2015,3.9,Alpilles,alpilles,
8,durfort-vivens,Château Durfort-Vivens,Margaux (Grand Cru Classé),2006,3.9,Margaux,margaux,bordeaux
9,louis-roederer,Louis Roederer,Théophile Brut Champagne,N.V.,3.8,Champagne,champagne,champagne
10,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2006,4.3,Pauillac,pauillac,bordeaux
11,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2015,4.4,Pauillac,pauillac,bordeaux
12,chateau-sociando-mallet,Château Sociando-Mallet,Haut-Médoc,2010,4.1,Haut-Médoc,haut-medoc,bordeaux
13,frank-pascal,Franck Pascal,Quinte Essence Extra Brut Champagne,2005,4.1,Champagne,champagne,champagne
14,fr-cosse-maisonneuve,Cosse Maisonneuve,Le Combal Cahors,2014,3.7,Cahors,cahors,cotes-du-roussillon
15,chateau-d-yquem,Château d'Yquem,Sauternes,2016,4.7,Sauternes,sauternes,bordeaux
16,champagne-gosset,Gosset,Brut Excellence Aÿ Champagne,N.V.,3.9,Champagne,champagne,champagne
17,chateau-d-issan,Château d'Issan,Margaux (Grand Cru Classé),2016,4.2,Margaux,margaux,bordeaux
18,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2012,3.9,Margaux,margaux,bordeaux
19,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2016,4.0,Margaux,margaux,bordeaux
20,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Pauillac (Grand Cru Classé),2015,4.0,Pauillac,pauillac,bordeaux
21,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2007,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,cheval-blanc,Château Cheval Blanc,Le Petit Cheval Saint-Émilion Grand Cru,2013,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
23,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
24,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2008,4.2,Saint-Julien,saint-julien,bordeaux
0,chateau-lalande-borie,Château Lalande-Borie,Saint-Julien,2016,3.9,Saint-Julien,saint-julien,bordeaux
1,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2003,4.3,Pauillac,pauillac,bordeaux
2,chateau-d-issan,Château d'Issan,Margaux (Grand Cru Classé),2016,4.2,Margaux,margaux,bordeaux
3,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2012,3.9,Margaux,margaux,bordeaux
4,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2016,4.0,Margaux,margaux,bordeaux
5,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Pauillac (Grand Cru Classé),2015,4.0,Pauillac,pauillac,bordeaux
6,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2007,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,cheval-blanc,Château Cheval Blanc,Le Petit Cheval Saint-Émilion Grand Cru,2013,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
8,chateau-leoville-barton,Château Léoville Barton,Saint-Julien (Grand Cru Classé),2005,4.4,Saint-Julien,saint-julien,bordeaux
9,lascombes,Château Lascombes,Margaux (Grand Cru Classé),2012,4.1,Margaux,margaux,bordeaux
10,chateau-guiraud,Château Guiraud,Sauternes (Premier Grand Cru Classé),2015,4.2,Sauternes,sauternes,bordeaux
11,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2014,4.2,Pauillac,pauillac,bordeaux
12,aix-provence,AIX,Rosé,2019,3.9,Coteaux d'Aix-en-Provence,coteaux-daix-en-provence,provence
13,chateau-d-yquem,Château d'Yquem,Y,2017,4.5,Bordeaux Supérieur,bordeaux-superieur,bordeaux
14,chateau-lynch-bages,Château Lynch-Bages,Blanc de Lynch-Bages,2017,4.0,Bordeaux,bordeaux,bordeaux
15,bollinger,Bollinger,R.D Extra Brut Champagne (Récemment Dégorgé),2004,4.6,Champagne,champagne,champagne
16,fr-chateau-canon-la-gaffeliere,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2005,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,dourthe-n1,Dourthe N°1,Sauvignon Blanc Bordeaux,2018,3.6,Bordeaux,bordeaux,bordeaux
18,domaines-ott,Domaines Ott,Clos Mireille Blanc de Blancs,2017,4.2,Côtes de Provence,cotes-de-provence,
19,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,2010,4.4,Margaux,margaux,bordeaux
20,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
21,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2014,4.0,Saint-Julien,saint-julien,bordeaux
22,chateau-la-lagune,Château La Lagune,Haut-Médoc (Grand Cru Classé),2010,4.3,Haut-Médoc,haut-medoc,bordeaux
23,branaire-ducru,Château Branaire-Ducru,Saint-Julien (Grand Cru Classé),2014,3.9,Saint-Julien,saint-julien,bordeaux
24,chateau-pichon-longueville-comtesse-de-lalande,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé),2010,4.5,Pauillac,pauillac,bordeaux
0,chateau-batailley,Château Batailley,Pauillac (Grand Cru Classé),2014,4.2,Pauillac,pauillac,bordeaux
1,chateau-brane-cantenac,Château Brane-Cantenac,Margaux (Grand Cru Classé),2011,4.2,Margaux,margaux,bordeaux
2,chateau-brane-cantenac,Château Brane-Cantenac,Baron de Brane Margaux,2012,4.0,Margaux,margaux,bordeaux
3,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2006,4.1,Saint-Estèphe,saint-estephe,bordeaux
4,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2009,4.3,Saint-Estèphe,saint-estephe,bordeaux
5,chateau-calon-segur,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé),2015,4.2,Saint-Estèphe,saint-estephe,bordeaux
6,dourthe-n1,Dourthe N°1,Sauvignon Blanc Bordeaux,2018,3.6,Bordeaux,bordeaux,bordeaux
7,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2014,4.2,Pauillac,pauillac,bordeaux
8,aix-provence,AIX,Rosé,2019,3.9,Coteaux d'Aix-en-Provence,coteaux-daix-en-provence,provence
9,chateau-d-yquem,Château d'Yquem,Y,2017,4.5,Bordeaux Supérieur,bordeaux-superieur,bordeaux
10,chateau-lynch-bages,Château Lynch-Bages,Blanc de Lynch-Bages,2017,4.0,Bordeaux,bordeaux,bordeaux
11,haut-brion,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),2009,4.2,Pessac-Léognan,pessac-leognan,bordeaux
12,bollinger,Bollinger,R.D Extra Brut Champagne (Récemment Dégorgé),2004,4.6,Champagne,champagne,champagne
13,piper-heidsieck-champagne,Piper-Heidsieck,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
14,chateau-montrose,Château Montrose,Saint-Estèphe (Grand Cru Classé),2010,4.4,Saint-Estèphe,saint-estephe,bordeaux
15,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
16,champagne-jacquesson,Jacquesson,Cuvée No. 737 Dégorgement Tardif Extra Brut Champagne,N.V.,4.3,Champagne,champagne,champagne
17,sapience,Sapience,Champagne,2009,4.5,Champagne,champagne,champagne
18,beru,Château de Béru,Terroirs de Béru Chablis,2017,3.9,Chablis,chablis,bourgogne
19,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2009,4.2,Pessac-Léognan,pessac-leognan,bordeaux
20,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),2016,4.6,Pessac-Léognan,pessac-leognan,bordeaux
21,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
22,chateau-le-crock,Château Le Crock,Saint-Estèphe,2016,4.0,Saint-Estèphe,saint-estephe,bordeaux
23,domaine-ponsot,Domaine Ponsot,Morey-Saint-Denis Cuvée des Grives,2016,4.1,Morey-Saint-Denis,morey-saint-denis,cote-de-nuits
24,larrivet-haut-brion,Château Larrivet Haut-Brion,Pessac-Léognan Blanc,2016,3.9,Pessac-Léognan,pessac-leognan,bordeaux
0,cos-d-estournel,Cos d'Estournel,Cos d'Estournel,2012,4.3,Saint-Estèphe,saint-estephe,bordeaux
1,ausone,Château Ausone,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2006,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,clavel,Clavel,Copa Santa La Méjanelle,2014,3.8,Languedoc,languedoc,languedoc-roussillon
3,denis-pommier,Isabelle et Denis Pommier,Chablis 'Croix Aux Moines',2017,3.9,Chablis,chablis,bourgogne
4,chateau-malescot-st-exupery,Château Malescot St. Exupery,Margaux (Grand Cru Classé),2017,3.9,Margaux,margaux,bordeaux
5,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2017,4.0,Pessac-Léognan,pessac-leognan,bordeaux
6,michel-stephane-ogier,Michel & Stéphane Ogier,Mon Village Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
7,chateau-senejac,Château Sénéjac,Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
8,schistes,Domaine des Schistes,Solera Rivesaltes,N.V.,3.9,Rivesaltes,rivesaltes,
9,la-chablisienne,La Chablisienne,Chablis 1er Cru 'Fourchaume',2017,3.9,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
10,francois-chidaine,François Chidaine,Clos Habert Montlouis Sur Loire,2017,4.2,Montlouis-sur-Loire,montlouis-sur-loire,loire-valley
11,moet-chandon,Moët & Chandon,Grand Vintage Brut Champagne,2012,4.2,Champagne,champagne,champagne
12,domaine-cazes,Cazes,Muscat de Rivesaltes Vin Doux Naturel,2018,3.7,Muscat de Rivesaltes,muscat-de-rivesaltes,
13,chateau-d-yquem,Château d'Yquem,Sauternes,2000,4.7,Sauternes,sauternes,bordeaux
14,pommery,Pommery,Royal Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
15,vieux-chateau-certan,Vieux Château Certan,La Gravette de Certan Pomerol,2016,4.0,Pomerol,pomerol,bordeaux
16,champagne-gosset,Gosset,Brut Excellence Aÿ Champagne,N.V.,3.9,Champagne,champagne,champagne
17,chateau-mouton-rothschild,Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé),2000,4.7,Pauillac,pauillac,bordeaux
18,louis-latour,Louis Latour,Corton Grand Cru Clos de la Vigne au Saint,2015,4.0,Corton Grand Cru,corton,cote-de-beaune
19,pajot,Domaine de Pajot,Les 4 Cépages,2018,3.7,Côtes de Gascogne,cotes-de-gascogne,
20,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
21,fr-perrier-jouet,Perrier-Jouët,Belle Epoque Rosé Brut Champagne,2006,4.5,Champagne,champagne,champagne
22,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2006,4.6,Pauillac,pauillac,bordeaux
23,pavie,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,alain-thienot,Thienot,Cuvée Alain Thienot Champagne,2007,4.2,Champagne,champagne,champagne
0,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves),2016,4.4,Pessac-Léognan,pessac-leognan,bordeaux
1,chateau-le-crock,Château Le Crock,Saint-Estèphe,2016,4.0,Saint-Estèphe,saint-estephe,bordeaux
2,domaine-ponsot,Domaine Ponsot,Morey-Saint-Denis Cuvée des Grives,2016,4.1,Morey-Saint-Denis,morey-saint-denis,cote-de-nuits
3,larrivet-haut-brion,Château Larrivet Haut-Brion,Pessac-Léognan Blanc,2016,3.9,Pessac-Léognan,pessac-leognan,bordeaux
4,mauvesin-barton,Château Mauvesin Barton,Moulis-en-Médoc,2015,3.7,Médoc,medoc,bordeaux
5,vieux-chateau-certan,Vieux Château Certan,Pomerol,1993,3.9,Pomerol,pomerol,bordeaux
6,chateau-gloria,Château Gloria,Saint-Julien,2014,3.9,Saint-Julien,saint-julien,bordeaux
7,chateau-la-tour-carnet,Château La Tour Carnet,Haut-Médoc (Grand Cru Classé),2015,4.0,Haut-Médoc,haut-medoc,bordeaux
8,chateau-pichon-longueville-comtesse-de-lalande,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé),2010,4.5,Pauillac,pauillac,bordeaux
9,cos-d-estournel,Cos d'Estournel,Cos d'Estournel,2012,4.3,Saint-Estèphe,saint-estephe,bordeaux
10,chateau-phelan-segur,Château Phélan Ségur,Saint-Estèphe,2013,3.8,Saint-Estèphe,saint-estephe,bordeaux
11,louis-latour,Louis Latour,Chambertin Grand Cru Cuvée Héritiers Latour,2010,4.3,Chambertin Grand Cru,chambertin,cote-de-nuits
12,david-duband,David Duband,Gevrey-Chambertin,2014,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
13,nicolas-maillart,Nicolas Maillart,Les Chaillots Gillis Blanc de Blancs Extra Brut Champagne Premier Cru,2012,4.2,Champagne Premier Cru,champagne-premier-cru,champagne
14,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
15,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2015,4.6,Pauillac,pauillac,bordeaux
16,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
17,clavel,Clavel,Copa Santa La Méjanelle,2014,3.8,Languedoc,languedoc,languedoc-roussillon
18,fr-peyre-rose,Peyre Rose,Clos des Cistes,2005,4.4,Languedoc,languedoc,languedoc-roussillon
19,denis-pommier,Isabelle et Denis Pommier,Chablis 'Croix Aux Moines',2017,3.9,Chablis,chablis,bourgogne
20,e-guigal,E. Guigal,Hermitage Blanc,2016,4.1,Hermitage,hermitage,rhone
21,chateau-gazin,Château Gazin,Pomerol,2016,4.0,Pomerol,pomerol,bordeaux
22,chateau-lafaurie-peyraguey,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé),1995,4.1,Sauternes,sauternes,bordeaux
23,e-guigal,E. Guigal,Côtes-du-Rhône Rouge,2016,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
24,chateau-haut-marbuzet,Château Haut-Marbuzet,Saint-Estèphe,2015,4.2,Saint-Estèphe,saint-estephe,bordeaux
0,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
1,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),2015,4.6,Pauillac,pauillac,bordeaux
2,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
3,clavel,Clavel,Copa Santa La Méjanelle,2014,3.8,Languedoc,languedoc,languedoc-roussillon
4,fr-peyre-rose,Peyre Rose,Clos des Cistes,2005,4.4,Languedoc,languedoc,languedoc-roussillon
5,denis-pommier,Isabelle et Denis Pommier,Chablis 'Croix Aux Moines',2017,3.9,Chablis,chablis,bourgogne
6,e-guigal,E. Guigal,Hermitage Blanc,2016,4.1,Hermitage,hermitage,rhone
7,chateau-gazin,Château Gazin,Pomerol,2016,4.0,Pomerol,pomerol,bordeaux
8,chateau-lafaurie-peyraguey,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé),1995,4.1,Sauternes,sauternes,bordeaux
9,e-guigal,E. Guigal,Côtes-du-Rhône Rouge,2016,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
10,chateau-haut-marbuzet,Château Haut-Marbuzet,Saint-Estèphe,2015,4.2,Saint-Estèphe,saint-estephe,bordeaux
11,chateau-calon-segur,Château Calon-Ségur,Marquis de Calon Saint-Estèphe,2014,3.8,Saint-Estèphe,saint-estephe,bordeaux
12,e-guigal,E. Guigal,Saint-Joseph,2017,3.5,Saint-Joseph,saint-joseph,saint-joseph
13,branaire-ducru,Château Branaire-Ducru,Duluc de Branaire-Ducru Saint-Julien (Chateau Duluc),2014,4.0,Saint-Julien,saint-julien,bordeaux
14,trimbach-alsace,Trimbach,Riesling Alsace,2016,3.7,Alsace,alsace,alsace
15,monbousquet,Château Monbousquet,Saint-Émilion Grand Cru,2016,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
16,chateau-pavie-macquin,Château Pavie Macquin,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2016,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2006,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,chateau-dassault,Château Dassault,Le D de Dassault Saint-Émilion Grand Cru,2011,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,famille-perrin,Famille Perrin,Côtes-du-Rhône Réserve Rouge,2017,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
20,ormes-de-pez,Château Ormes de Pez,Saint-Estèphe,2015,3.8,Saint-Estèphe,saint-estephe,bordeaux
21,chateau-le-prieure,Château Le Prieuré,Saint-Émilion Grand Cru (Grand Cru Classé),2010,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
22,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
23,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
24,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
0,chateau-guiraud,Château Guiraud,Le G de Guiraud Bordeaux Blanc Sec,2017,3.8,Bordeaux,bordeaux,bordeaux
1,champagne-jacquesson,Jacquesson,Cuvée No. 737 Extra-Brut Champagne,N.V.,4.2,Champagne,champagne,champagne
2,tardieu-laurent,Tardieu-Laurent,Côte-Rôtie,2016,4.1,Côte-Rôtie,cote-rotie,rhone
3,michelot,Domaine Michelot,Meursault Premier Cru 'Charmes',2007,3.9,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
4,chateau-puech-haut,Château Puech-Haut,Prestige Saint-Drézéry Rouge,2017,4.1,Saint-Drézéry,saint-drezery,languedoc-roussillon
5,chateau-de-beaucastel,Château de Beaucastel,Châteauneuf-du-Pape,2006,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
6,chateau-fonroque,Château Fonroque,Saint-Émilion Grand Cru (Grand Cru Classé),2016,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,de-villegeorge,Château de Villegeorge,Haut-Médoc,2000,3.9,Haut-Médoc,haut-medoc,bordeaux
8,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
9,david-duband,David Duband,Gevrey-Chambertin,2014,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
10,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
11,clos-saint-jean,Clos Saint Jean,Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
12,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
13,robert-niero,Domaine Niero,Chéry,2017,4.1,Condrieu,condrieu,condrieu
14,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
15,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
16,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
17,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
18,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
19,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
20,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
21,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
22,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
23,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
24,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
0,chateau-de-beaucastel,Château de Beaucastel,Châteauneuf-du-Pape,2006,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
1,chateau-fonroque,Château Fonroque,Saint-Émilion Grand Cru (Grand Cru Classé),2016,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
2,de-villegeorge,Château de Villegeorge,Haut-Médoc,2000,3.9,Haut-Médoc,haut-medoc,bordeaux
3,chateau-smith-haut-lafitte,Château Smith Haut-Lafitte,Le Petit Haut Lafitte Pessac-Léognan Blanc,2016,3.8,Pessac-Léognan,pessac-leognan,bordeaux
4,david-duband,David Duband,Gevrey-Chambertin,2014,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
5,pegau,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge,2015,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
6,clos-saint-jean,Clos Saint Jean,Châteauneuf-du-Pape,2015,3.9,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
7,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
8,robert-niero,Domaine Niero,Chéry,2017,4.1,Condrieu,condrieu,condrieu
9,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2016,4.4,Pauillac,pauillac,bordeaux
10,chateau-mazeyres,Château Mazeyres,Pomerol,2016,4.1,Pomerol,pomerol,bordeaux
11,fourrier,Domaine Fourrier,Vieille Vigne Gevrey-Chambertin,2017,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
12,vouette-et-sorbe,Vouette et Sorbée,Fidèle Extra Brut Champagne,N.V.,4.1,Champagne,champagne,champagne
13,veuve-clicquot,Veuve Clicquot,La Grande Dame Brut Champagne,2006,4.5,Champagne,champagne,champagne
14,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
15,louis-jadot,Louis Jadot,Mâcon-Villages Blanc,2018,3.7,Mâcon-Villages,macon-villages,maconnais
16,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
17,alphonse-mellot,Alphonse Mellot,Les Herses Sancerre,2013,3.8,Sancerre,sancerre,loire-valley
18,veuve-clicquot,Veuve Clicquot,Brut Rosé Champagne,N.V.,4.3,Champagne,champagne,champagne
19,domaine-des-roches-neuves,Domaine des Roches Neuves,L'Insolite Saumur,2016,3.8,Saumur,saumur,loire-valley
20,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
21,domaine-des-roches-neuves,Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny,2017,3.7,Saumur-Champigny,saumur-champigny,
22,chateau-vray-croix-de-gay,Château Vray Croix de Gay,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
23,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,g-h-mumm,G.H. Mumm,Grand Cordon Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
